,article_id,feed_article_id,article_group_id,feed_source,title,momentum 
940,2757666605,_33434754645,2757636250,moreover,All You Need To Know Going Into Trade On March 1,34.19
941,2757748349,147_4428312,2757747415,opoint,"China stocks rally as consumer, banking firms climb; Hong Kong also up",7.67
942,2757747417,22991_1296453,2757747415,opoint,"China stocks rally as consumer, banking firms climb; Hong Kong also up",7.67
943,2758373259,_33440942477,2758327990,moreover,Radio One to help raise money for St. Jude,21.8
944,2758270557,119876_1727340,2758327990,opoint,Radio One to help raise money for St. Jude,21.8
945,2758362622,_33440890345,2758327990,moreover,Radio One to help raise money for St. Jude,21.8
946,2758368108,30835_1029096,2758327990,opoint,Radio One to help raise money for St. Jude,21.8
947,2758023057,37464_266274,2758102046,opoint,"Big pharma, big data: why drugmakers want your health records",489.41
948,2758090101,151856_15380,2758102046,opoint,"Big pharma, big data: why drugmakers want your health records",489.41
949,2757975897,149712_352432,2758102046,opoint,"ANALYSIS-Big pharma, big data: why drugmakers want your health records",489.41
950,2758023059,98256_241839,2758102046,opoint,"Big pharma, big data - why drugmakers want your health records",489.41
951,2757998622,892_2480174,2758102046,opoint,"Analysis: Big pharma, big data: why drugmakers want your health records",489.41
952,2757998621,114667_195880,2758102046,opoint,"Big pharma, big data: why drugmakers want your health records",489.41
953,2757986786,26791_131988,2758102046,opoint,"Big pharma, big data: why drugmakers want your health records",489.41
954,2757975898,37861_517594,2758102046,opoint,"Big pharma, big data: why drugmakers want your health records",489.41
955,2757943716,_33437917960,2757943714,moreover,Service providers eager to digitally disrupt Africa's US$86b banking sector,8.54
956,2757777385,_33435903429,2757777298,moreover,"Cocktail of `Threes' to Signal Big Top in Markets, BofAML Says",34.76
957,2757788513,208423_485977,2757788511,opoint,Rush for China shares and bonds bodes well for renminbi,49.24
958,2757762115,184914_1246565,2756982453,opoint,Litecoin was the top performing cryptocurrency in February,33.04
959,2758305125,_33440595905,2756982453,moreover,Litecoin was the top performing cryptocurrency in February,33.04
960,2758295697,533_3407728,2756982453,opoint,Litecoin was the top performing cryptocurrency in February,33.04
961,2758295715,39691_867508,2756982453,opoint,Litecoin was the top performing cryptocurrency in February,33.04
962,2758354529,125687_37544,2750512249,opoint,Letter to the Editor: Special Needs Individuals,75.41
963,2757998625,208423_487008,2757978296,opoint,Boom in Share Buybacks Renews Question of Who Wins From Tax Cuts,697.97
964,2758412071,_33441159768,2756110483,moreover,Why NRA's LaPierre freaks out Jews and heartens anti-Semites,86.29
965,2758415745,33441194116,2757958240,moreoverblog,"Colorado One Of 4 States Opening Investigations Into Aetna, Senate Democrats Want Answers",176.68
966,2758026082,_33438791426,2758004179,moreover,Disgraced Eskom executive Sean Maritz resigns,37.59
967,2758417192,28441_936183,2758327990,opoint,Radio One to help raise money for St. Jude,21.8
968,2758087698,_33439258674,2758029671,moreover,Former Eskom interim chief executive Sean Maritz resigns,20.81
969,2758216003,117610_56067,2758197150,opoint,Equifax finds additional 2.4 million impacted by 2017 breach,305.21
970,2758416986,_33441191402,2758197150,moreover,Equifax finds additional 2.4 million impacted by 2017 breach,305.21
971,2758264791,533_3407715,2758197150,opoint,Equifax finds additional 2.4 million impacted by 2017 breach,305.21
972,2758232017,_33440242869,2758102046,moreover,"Big pharma, big data: why drugmakers want your health records",489.41
973,2757986225,_33438432098,2758102046,moreover,"Analysis - Big pharma, big data: why drugmakers want your health records",489.41
974,2757982542,_33438362351,2758102046,moreover,"Big Pharma, Big Data: Why Drugmakers Want Your Health Records",489.41
975,2758024032,_33438773192,2758102046,moreover,"Big pharma, big data: why drugmakers want your health records",489.41
976,2757975357,_33438291612,2758102046,moreover,"Big pharma, big data: why drugmakers want your health records",489.41
977,2757977880,_33438309981,2758102046,moreover,"Big pharma, big data: why drugmakers want your health records",489.41
978,2758032285,_33438864192,2758102046,moreover,"Big pharma, big data: why drugmakers want your health records",489.41
979,2758423375,31359_334144,2770522361,opoint,Tax headaches: Social Security benefits targeted by hackers,28.29
980,2758424169,_33441238114,2757208454,moreover,Why the next Warren Buffett will be a woman (or should be),248.19
981,2757846687,_33436812316,2757846685,moreover,Could Rapamycin Help Humans Live Longer?,0
982,2758424651,9.69246E+17,2757812217,gnip_twitter,"RT @FreeFannie: @stevenmnuchin1: Congress Should Tackle Fannie, Freddie or @USTreasury    Will.Congress has failed for 10 years we are be...",
983,2758424656,9.69246E+17,2757812217,gnip_twitter,"RT @FreeFannie: @stevenmnuchin1: Congress Should Tackle Fannie, Freddie or @USTreasury    Will.Congress has failed for 10 years we are be...",
984,2758335360,_33440725616,2758322949,moreover,"California has the worst quality of life in all 50 states, and conservatives are celebrating",539.57
985,2758335359,_33440703345,2758322949,moreover,"California has the worst quality of life in all 50 states, and conservatives are celebrating",539.57
986,2757605014,_33434188901,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be...",45.3
987,2757595458,_33433963976,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
988,2757595459,_33433959951,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
989,2757667569,23780_4909017,2757588594,opoint,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
990,2758331667,_33440722775,2758293810,moreover,Google signed a key deal with a $9.5 billion device maker to save healthcare from a 'world of ignorance',160.57
991,2757595457,_33433966948,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
992,2757907621,12_2225673,2757907619,opoint,It's 2006 All Over Again for Debt Trader Salivating at TDC Deal,30.68
993,2757897941,_33437407035,2757907619,moreover,It's 2006 All Over Again for Debt Trader Salivating at TDC Deal,30.68
994,2757590112,33434151779,2757588594,moreoverblog,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
995,2757587755,_33433944652,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
996,2758306459,_33440601831,2758293810,moreover,Google signed a key deal with a $9.5 billion...,160.57
997,2758357023,_33440867183,2758293810,moreover,Google signed a key deal with a $9.5 billion device maker to save healthcare from a 'world of ignorance',160.57
998,2758428949,31412_66791,2757958240,opoint,"Colorado One Of 4 States Investigating Aetna, Senate Democrats Want Answers",176.68
999,2757588596,_33433972789,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
1000,2757590108,_33433972846,2757588594,moreover,"Cramer Remix: Lowe's is an underdog, but it could be worth your while",45.3
1001,2758181383,9.69209E+17,2758181381,gnip_twitter,The #ChefofLove is proud to be a part of the #ThisShirtSavesLives movement and support @stjude. Check out this awesome shirt and learn how you can get your own here: https://t.co/CR7bGcqFYY https://t.co/lxbQYyyUoF,
1002,2758199343,9.69211E+17,2758199341,gnip_twitter,Thanks to @CharlesJenkins7 for coming by @TheRSMS and talking about the great things @StJude does to help kids with cancer AND their families. https://t.co/g4Y9LufsNW #RSMS #RickeySmileyMorningShow https://t.co/NOQMcT2Cdy,
1003,2758190147,9.6921E+17,2758190142,gnip_twitter,Thanks to @CharlesJenkins7 for coming by @TheRSMS and talking about the great things @StJude does to help kids with cancer AND their families. https://t.co/vaZco1Mdl0 #RSMS #RickeySmileyMorningShow https://t.co/2gWh2Zhj5J,
1004,2758181369,9.69209E+17,2758181364,gnip_twitter,Still tickets left for the Obsession and Mission Raffle for St. JudeTwo people will get a chance at winning an Obsession Turmoil RZ or a @MissionArchery MXB-360 crossbow.  @ArcusHuntingGet your tickets here &gt;&gt;&gt;---&gt; https://t.co/UUm2JF91WV  Support St. Jude and Retweet! https://t.co/gbPnKyHFdz,
1005,2757720110,_33435281395,2757720108,moreover,My Mom Just Died From Cancer. Here's Why We Didn't Seek #RightToTry,78.92
1006,2758303375,9.69228E+17,2758181381,gnip_twitter,RT @Chefjernard: The #ChefofLove is proud to be a part of the #ThisShirtSavesLives movement and support @stjude. Check out this awesome shi...,
1007,2758181380,9.69208E+17,2758181371,gnip_twitter,Join your favorite artists in the #ThisShirtSavesLives movement and support the kids @stjude. Learn more: https://t.co/DVliTv5Ilu https://t.co/uA7R5rBjJS,
1008,2758332362,9.69231E+17,2758181371,gnip_twitter,RT @PraisePhilly: Join your favorite artists in the #ThisShirtSavesLives movement and support the kids @stjude. Learn more: https://t.co/DV...,
1009,2758167300,9.69206E+17,2758167298,gnip_twitter,Call 800.411.9898 or text Detroit to 785-833 to become a stjude #PartnerInHope for $20 a month... https://t.co/Yqxrxgtkih,
1010,2758152462,9.69203E+17,2758152423,gnip_twitter,#ThisShirtSavesLives is helping to fight childhood cancer @stjude. Join the movement now: https://t.co/DtRV402fRq. Call 1-800-411-9898 to donate. https://t.co/sPtFdumBiO,
1011,2758127801,9.69199E+17,2758127793,gnip_twitter,"This is Deunta, Chantel's son ... he is a stjude survivor - you can help this awesome little guy... https://t.co/JUgstTkLrz",
1012,2758438970,_33441317715,2755926382,moreover,Amazon is already trying to disrupt healthcare,152.45
1013,2758134578,9.69199E+17,2758134574,gnip_twitter,YOU COULD MEET @mirandalambert! AND see her perform in St. Louis. Become a @StJude Partner In Hope before 8:00am CST today for your chance to win!  Call 1-800-341-4731 or text KTTS to 785-833!   #StJude #MuttNation https://t.co/hzoaoDCp3x,
1014,2758067581,9.69186E+17,2758067577,gnip_twitter,Attention @KeithUrban fans! Become a @StJude #PartnerInHope before 7:00am CST for your chance to win tickets to see him and @KelseaBallerini in St. Louis!Call 1-800-341-4731!,
1015,2757692180,9.69043E+17,2757545706,gnip_twitter,RT @CharlieCW: Thank you @allanpamba &amp; @GSK what a wonderful man! We could have talked for hours about malaria. The real story about what t...,
1016,2757972614,9.69161E+17,2757545706,gnip_twitter,RT @CharlieCW: Thank you @allanpamba &amp; @GSK what a wonderful man! We could have talked for hours about malaria. The real story about what t...,
1017,2758114856,9.69197E+17,2758114854,gnip_twitter,"JOIN #WLIB &amp; #WBLS, TODAY AND TOMORROW FROM 6AM - 7PM, BOTH DAYS, AS WE HOST THE @StJude RADIO CARES RADIOTHON!Become a partner in hope by donating to #StJude - Call 1-800-411-9898 or CLICK: https://t.co/9nsUUFBKLb https://t.co/MZZFARlev7",
1018,2758114853,9.69196E+17,2758114850,gnip_twitter,Our sister station Joy 107.1 is hosting their St. Jude radiothon to fight childhood cancer!  Help save a child... https://t.co/x22JiOVh52,
1019,2758067601,9.69187E+17,2758067582,gnip_twitter,"Become a Partner In Hope by pledging $20 a month to help kids at @StJude fight cancer. When you do that, we'll send you the new THIS SHIRT SAVES LIVES t-shirt! 1-800-680-9485, Text KIDS to 785833, or https://t.co/W4hV8HVufC! @coleswindell @1079KFIN @KellyOnKFIN @DavidOnKfin https://t.co/RyQ1a9AOoA",
1020,2758133449,9.69197E+17,2758133447,gnip_twitter,"The way we treat respiratory diseases has come a long way in recent years, as this photo from our archivists shows. It's a Wellcome powder insuflator in its packaging but can you guess which decade it's from? (HINT: It's not the date on the label...) #ThrowbackThursday https://t.co/V8ExJykmoD",
1021,2758133450,9.69199E+17,2758133447,gnip_twitter,"RT @GSK: The way we treat respiratory diseases has come a long way in recent years, as this photo from our archivists shows. It's a Wellcom...",
1022,2757782497,9.69083E+17,2757782495,gnip_twitter,The cost of cleaning up GSK's act in China GlaxoSmithKline overhauls its business in China after b https://t.co/5es4GubGiV @silewconsulting,
1023,2758026768,9.69177E+17,2758026766,gnip_twitter,YOU CAN SAVE LIVES! Join us for the Radio One PHilly cares for St Jude Kids! Become a partner in... https://t.co/ZVo3QwlyZN,
1024,2758023752,9.69176E+17,2758023748,gnip_twitter,"Keith Urban, Ne-Yo, Hanson, Anthony Hamilton and More Join #ThisShirtSavesLives to Support St. Jude Children's ... - PR Newswire (press release) https://t.co/hAP6RoiuHR",
1025,2757916679,9.69141E+17,2757545706,gnip_twitter,RT @CharlieCW: Thank you @allanpamba &amp; @GSK what a wonderful man! We could have talked for hours about malaria. The real story about what t...,
1026,2757640682,9.6903E+17,2757162270,gnip_twitter,"RT @CareerTecTweets: Reps from pharmaceutical manufacturer @GSK toured the @CapRegionBOCES CTE Albany campus today, meeting with students a...",
1027,2758133446,9.692E+17,2757258353,gnip_twitter,"RT @eyeforpharma: Outcomes-based models are a progressive step for pharma, but the road to success is far from certain.  John Graham,  @GSK...",
1028,2758032278,9.69179E+17,2758032276,gnip_twitter,"Keith Urban, Ne-Yo, Hanson, Anthony Hamilton and More Join #ThisShirtSavesLives to Support St. Jude #mining https://t.co/bgEVfKWtQl",
1029,2758009143,9.69173E+17,2758009141,gnip_twitter,"Become a ""Partner in Hope"" by pledging just $20 a month to help kids at @StJude fight cancer. Put your gift on a credit card and you'll receive the awesome new #thisshirtsaveslives t-shirt! Call NOW 18004119898 - @GetUpErica mornings with @ImEricaCampbell",
1030,2758101086,9.69194E+17,2758009141,gnip_twitter,"RT @2TRILLION: Become a ""Partner in Hope"" by pledging just $20 a month to help kids at @StJude fight cancer. Put your gift on a credit card...",
1031,2757956330,9.69155E+17,2757956328,gnip_twitter,Our solution for @GSK? A highly absorbing experience that players enjoy whilst deepening their understanding. https://t.co/DVBikbpbDn https://t.co/Z3gNcwKR9i,
1032,2757986547,9.69165E+17,2757986531,gnip_twitter,Join Majic 102.1 &amp; HEB for the St. Jude's Radiothon on March 1st!Don't forget to check out HEB's ABC's of Cancer on https://t.co/BTD1vXgzE7We won't stop until no child dies from cancer.https://t.co/p539sJUcvC https://t.co/oZeFixP39X,
1033,2758430251,_33441255521,2758430249,moreover,IRS debuts new tax withholding tool,2.92
1034,2758033888,9.69179E+17,2758033886,gnip_twitter,Only 3 hours until we start our exclusive webinar with @MillChannel @RGA @GSK. Join us https://t.co/hfuwjYXfzC #VR #AR #ImmersiveTech,
1035,2758034870,9.6918E+17,2758033886,gnip_twitter,RT @VR_Intelligence: Only 3 hours until we start our exclusive webinar with @MillChannel @RGA @GSK. Join us https://t.co/hfuwjYXfzC #VR #AR...,
1036,2758363531,_33440888659,2758363529,moreover,Impact PartnersVoice: How To Withdraw From Your 401(k) Before 59.5 And Avoid Penalties,47.39
1037,2758274836,9.69226E+17,2758009141,gnip_twitter,"RT @2TRILLION: Become a ""Partner in Hope"" by pledging just $20 a month to help kids at @StJude fight cancer. Put your gift on a credit card...",
1038,2757723436,9.69057E+17,2757723433,gnip_twitter,Let's decry racism. @Novartis @VasNarasimhan @gsk @Roche @pfizer @GileadSciences @bmsnews . Support #standupagainstracism . #Gandhi,
1039,2757725173,9.69057E+17,2757723433,gnip_twitter,RT @minicnair: Let's decry racism. @Novartis @VasNarasimhan @gsk @Roche @pfizer @GileadSciences @bmsnews . Support #standupagainstracism ....,
1040,2757929224,9.69146E+17,2757929220,gnip_twitter,Judges from our sponsors @GSK planning their day @LloydsPharmacy Pharmacy of the Year @TheBelfryHotel https://t.co/iBdm9Kd7yD,
1041,2758396547,9.69242E+17,2757929220,gnip_twitter,RT @celesiouk: Judges from our sponsors @GSK planning their day @LloydsPharmacy Pharmacy of the Year @TheBelfryHotel https://t.co/iBdm9Kd7yD,
1042,2758324037,_33440683179,2758324035,moreover,Hatch says he's looking to get IRS more money to implement tax law,41.33
1043,2757956333,9.69154E+17,2757956331,gnip_twitter,How as an industry can we support regulation updates and keep them relevant? #ThursdayThoughts - https://t.co/MJxBRCJLuQ @GSK @inVentClinical @QPSHoldingsLLC  @AstraZeneca https://t.co/GuLMeRMRhs,
1044,2758214718,_33440067323,2758214716,moreover,"Tompor: Bigger paychecks are nice, but double-check your tax withholding with new IRS calculator",164.42
1045,2758090967,9.69192E+17,2758090964,gnip_twitter,Earlier this year I visited Sierra Leone to see the work @ComicRelief and @GSK are funding in the fight against malaria. Here's the full film from my trip https://t.co/h60lyLPGrJ _Ÿ˜_ #SportRelief,
1046,2758467448,_33441511308,2756374612,moreover,"Global stock bulls still running, but a bit more tired - Reuters poll",21.08
1047,2758467739,_33441514208,2757610651,moreover,"Energy Department Review Led to Delays of Green Projects, GAO Says",20.2
1048,2758468069,_33441514360,2757484004,moreover,Energy Firms Push for Leeway in Rewrite of Obama Climate Rule,39.5
1049,2757891129,9.69131E+17,2757891127,gnip_twitter,Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fight against malaria. Here's the film from my trip. https://t.co/nWzrsF1QP8,
1050,2758202964,9.69213E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1051,2757909956,9.69139E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1052,2758016740,9.69174E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1053,2757891927,9.69132E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1054,2757891928,9.69132E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1055,2757895025,9.69132E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1056,2758175680,9.69208E+17,2757891127,gnip_twitter,RT @thebodycoach: Earlier on this year I was lucky enough to visit Sierra Leone to see the work @ComicRelief and @GSK are funding in the fi...,
1057,2758452641,9.69252E+17,2757565124,gnip_twitter,"RT @MITREattack: Check out @Unit42_Intel's Playbook repo, now with 100% more Sofacy! It's always a happy day when we see orgs using ATT&amp;CK...",
1058,2758452649,9.69251E+17,2757565124,gnip_twitter,"RT @MITREattack: Check out @Unit42_Intel's Playbook repo, now with 100% more Sofacy! It's always a happy day when we see orgs using ATT&amp;CK...",
1059,2757669266,_33434784177,2757669264,moreover,IRS Releases Updated Withholding Calculator And Form W-4 For 2018,168.75
1060,2758030356,9.69173E+17,2758030354,gnip_twitter,"#DYK not all asthma is the same. #Severeasthma can have a number of underlying causes,including eosinophilic inflammation. Find out more...",
1061,2758377816,9.69239E+17,2758030354,gnip_twitter,"RT @GSK: #DYK not all asthma is the same. #Severeasthma can have a number of underlying causes,including eosinophilic inflammation. Find ou...",
1062,2758030358,9.69178E+17,2758030354,gnip_twitter,"RT @GSK: #DYK not all asthma is the same. #Severeasthma can have a number of underlying causes,including eosinophilic inflammation. Find ou...",
1063,2758030357,9.69178E+17,2758030354,gnip_twitter,"RT @GSK: #DYK not all asthma is the same. #Severeasthma can have a number of underlying causes,including eosinophilic inflammation. Find ou...",
1064,2757964937,9.69158E+17,2757964918,gnip_twitter,.@ABC7News is partnering with @Praisedc TODAY to raise donations for the @StJude radio-thon from 6am-7pm. Take a moment to help save children at https://t.co/dwkYXVKfXq #7OYS,
1065,2757817932,9.69101E+17,2757817928,gnip_twitter,Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1066,2758253832,9.69222E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1067,2758435848,9.69249E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1068,2757822862,9.69103E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1069,2758253830,9.69221E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1070,2758363946,9.69236E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1071,2758394441,9.69242E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1072,2758253831,9.69221E+17,2757817928,gnip_twitter,RT @DeAngeloRB: Still got it! #RunRichRun #StJude https://t.co/Z2JRdfiUuw,
1073,2757778061,9.69081E+17,2757778057,gnip_twitter,PLEASE LIKE THIS PICTURE FOR THE KIDS OF ST. JUDE! One like equals one life savedâù_ï¸è_ŸŒˆ DO IT FOR THE KIDS https://t.co/eIKtHZReMj,
1074,2757764919,9.69076E+17,2757764916,gnip_twitter,Help Save Lives! Here's How To Donate To St. Jude!! https://t.co/vokBx4xLB1,
1075,2757764925,9.69076E+17,2757764923,gnip_twitter,"Very cool to see this announced - partnership between @dnanexus, @Microsoft, and @StJude -&gt; win-win-win!  https://t.co/oAyk5HouM9",
1076,2757952334,9.68879E+17,2757952331,gnip_twitter,"Think bullying doesn't concern you? 1 in 5 kids are affected, and it's not just at school. On #PinkShirtDay, let's stand together against bullying of all types https://t.co/VqE3u18wnj https://t.co/b4Nqy7zfVH",
1077,2758182850,9.69209E+17,2757952331,gnip_twitter,"RT @MerckCanada: Think bullying doesn't concern you? 1 in 5 kids are affected, and it's not just at school. On #PinkShirtDay, let's stand t...",
1078,2758222034,9.69215E+17,2757952331,gnip_twitter,"RT @MerckCanada: Think bullying doesn't concern you? 1 in 5 kids are affected, and it's not just at school. On #PinkShirtDay, let's stand t...",
1079,2757952335,9.69153E+17,2757952331,gnip_twitter,"RT @MerckCanada: Think bullying doesn't concern you? 1 in 5 kids are affected, and it's not just at school. On #PinkShirtDay, let's stand t...",
1080,2757742057,9.69064E+17,2757742055,gnip_twitter,So much fun in the @Twitch RIVALS tourney ! 100% of my winnings go straight to @StJude charity &amp; delivered we did w/ a chicken win !Will keep you all updated on the final amount won. _Ÿ™ŒHuge bro love to the best teammates I could ever ask for @LIRIK @shortyyguy @MrGrimmmmz https://t.co/51rim2oXTV,
1081,2757742058,9.69065E+17,2757742055,gnip_twitter,RT @AnthonyKongphan: So much fun in the @Twitch RIVALS tourney ! 100% of my winnings go straight to @StJude charity &amp; delivered we did w/ a...,
1082,2757749930,9.69069E+17,2757742055,gnip_twitter,RT @AnthonyKongphan: So much fun in the @Twitch RIVALS tourney ! 100% of my winnings go straight to @StJude charity &amp; delivered we did w/ a...,
1083,2758157591,9.69204E+17,2758157587,gnip_twitter,"Fascinating discussion with @MSDintheUK on the adoption and spread of innovation - agreement that 'context adaptation', working with people locally (and understanding their needs), and working in an open and transparent way is crucial #ntsummit",
1084,2758452480,9.69252E+17,2758157587,gnip_twitter,"RT @incisivehealth: Fascinating discussion with @MSDintheUK on the adoption and spread of innovation - agreement that 'context adaptation',...",
1085,2757728174,9.69059E+17,2757728172,gnip_twitter,Great night for @StJude https://t.co/ChIhYU7lY5,
1086,2757640499,9.6903E+17,2757640493,gnip_twitter,"We're thrilled to have the beautiful @AlejandraEspinoza join us at #WeAllGrow Summit! She's joining the Friday, March 2nd Keynote Lunch, presented by St. Jude Children's Hospital. https://t.co/vhDEjPObCd",
1087,2757747197,9.69067E+17,2757747193,gnip_twitter,The latest SOS infermieri! https://t.co/9z0K5yDE5f Thanks to @UglFvg @Rog_2 @vreehealth_it #coppaitalia,
1088,2757962363,9.69157E+17,2757962360,gnip_twitter,The latest Daily Doggy Digest: Dogosphere News! https://t.co/KtPqU3c5XU Thanks to @MerckVetManual #reviveoldpost #fromthearchives,
1089,2757583281,9.69011E+17,2757583278,gnip_twitter,"RT @MSD_Aus: Today the MSD Womens Network and #Men4MWN hosted an inaugural Professional Development Series Workshop ""Building Your Personal...",
1090,2757804210,9.69092E+17,2757583278,gnip_twitter,"RT @MSD_Aus: Today the MSD Womens Network and #Men4MWN hosted an inaugural Professional Development Series Workshop ""Building Your Personal...",
1091,2757952336,9.69153E+17,2757583274,gnip_twitter,"RT @MSD_Aus: The MSD Womens Network is an important part of MSD #diversity and #inclusion strategy. Today, in the lead up to #IWD they host...",
1092,2757846992,9.69114E+17,2757583274,gnip_twitter,"RT @MSD_Aus: The MSD Womens Network is an important part of MSD #diversity and #inclusion strategy. Today, in the lead up to #IWD they host...",
1093,2757583277,9.6901E+17,2757583274,gnip_twitter,"RT @MSD_Aus: The MSD Womens Network is an important part of MSD #diversity and #inclusion strategy. Today, in the lead up to #IWD they host...",
1094,2757582562,9.69007E+17,2757582560,gnip_twitter,"Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand. What a great morning, hosted by MSD Womens Network and #Men4MWN https://t.co/wOOhUbDB9l",
1095,2757601519,9.69017E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1096,2757678314,9.69036E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1097,2758381130,26098_10575,2756931095,opoint,Microsoft looks to lure healthcare companies to its cloud with new tools,74.15
1098,2757753767,9.6907E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1099,2757714969,9.69052E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1100,2757952330,9.69153E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1101,2757682640,9.69038E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1102,2757640426,9.6903E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1103,2757582564,9.6901E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1104,2757624919,9.69025E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1105,2757800234,9.69092E+17,2757582560,gnip_twitter,"RT @MSD_Aus: Regardless of age, gender, position or the stage of our career, all of us need to understand the importance of personal brand....",
1106,2758100290,9.69193E+17,2755254504,gnip_twitter,"RT @MSD_Aus: More teams join 'Pharma2Peak Cup' competition! Come on teams, let's DO THIS for all those affected by #rarecancer! #MountKosci...",
1107,2757695325,9.69043E+17,2757289250,gnip_twitter,RT @KevinZegers: Excited to continue to support @StJude this weekend and play some golf with my boys. @NickSwisher @chacecrawford @DaveAnna...,
1108,2758399303,123019_35538,2758399301,opoint,"St. Jude Family: Nichole And Her Two Daughters, Khirsten &amp; Kaitlyn [WATCH]",10.69
1109,2758302199,9.69226E+17,2757696121,gnip_twitter,RT @pinksky4U: @DanaElizabeth69 @CplBart @alafiadelight @ParentAlerte @aspiesmom @itsmepanda1 @iSupremeCourt @FoxNews @MSDInvents @9_11_IsA...,
1110,2757696126,9.69044E+17,2757696121,gnip_twitter,RT @pinksky4U: @DanaElizabeth69 @CplBart @alafiadelight @ParentAlerte @aspiesmom @itsmepanda1 @iSupremeCourt @FoxNews @MSDInvents @9_11_IsA...,
1111,2757713218,215642_3875,2757717648,opoint,China Envoy Seeks To Defuse Tensions With U.S. As A Trade War Brews,182.78
1112,2757696124,9.69044E+17,2757696121,gnip_twitter,@DanaElizabeth69 @CplBart @alafiadelight @ParentAlerte @aspiesmom @itsmepanda1 @iSupremeCourt @FoxNews @MSDInvents @9_11_IsAnInside @GardasilNews @CBSNews @WSJ @statnews MEDICAL ASSULT _Ÿ›‘â˜ ï¸èâ˜ ï¸è_Ÿ‡º_Ÿ‡¸ HUMANITY FIRSTâ˜ùï¸èHUMAN  RIGHTS responsibility's _Ÿ›‘GREED _Ÿ›‘Deceptive Marketing https://t.co/3iin0lXqxh,
1113,2758464148,9.69255E+17,2757580951,gnip_twitter,RT @AirbusHeli: .@bostonmedflight orders three Airbus #H145 helicopters to upgrade hospital consortium's air medical transport fleet. #Hai_...,
